Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 2019-09-30, préliminaires par la suite
Station:        074903         Natashquan - à 0,6 km en aval de la décharge du lac Alieste                                                                                    
Bassin versant: 15693 km²      Régime: Naturel                                           
Coordonnées:    (NAD83) 50° 25' 39" // -61° 42' 44"

Date de création du fichier: 2019-11-29 20:50
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire; P* : La donnée est provisoire et non estimée.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
074903         1982/06/04          2200           E
074903         1982/06/05          2250           E
074903         1982/06/06          2200           E
074903         1982/06/07          2050           E
074903         1982/06/08          1880           E
074903         1982/06/09          1700           E
074903         1982/06/10          1560           MC
074903         1982/06/11          1460           MC
074903         1982/06/12          1330           MC
074903         1982/06/13          1220           MC
074903         1982/06/14          1120           MC
074903         1982/06/15          1040           MC
074903         1982/06/16          971.0          MC
074903         1982/06/17          936.0          MC
074903         1982/06/18          935.0          MC
074903         1982/06/19          948.0          MC
074903         1982/06/20          923.0          MC
074903         1982/06/21          886.0          MC
074903         1982/06/22          860.0          MC
074903         1982/06/23          864.0          MC
074903         1982/06/24          864.0          MC
074903         1982/06/25          844.0          MC
074903         1982/06/26          803.0          MC
074903         1982/06/27          764.0          MC
074903         1982/06/28          721.0          MC
074903         1982/06/29          682.0          MC
074903         1982/06/30          670.0          MC
074903         1982/07/01          687.0          MC
074903         1982/07/02          735.0          MC
074903         1982/07/03          773.0          MC
074903         1982/07/04          812.0          MC
074903         1982/07/05          827.0          MC
074903         1982/07/06          784.0          MC
074903         1982/07/07          721.0          MC
074903         1982/07/08          670.0          MC
074903         1982/07/09          637.0          MC
074903         1982/07/10          615.0          MC
074903         1982/07/11          593.0          MC
074903         1982/07/12          574.0          MC
074903         1982/07/13          544.0          MC
074903         1982/07/14          514.0          MC
074903         1982/07/15          484.0          MC
074903         1982/07/16          469.0          MC
074903         1982/07/17          462.0          MC
074903         1982/07/18          493.0          MC
074903         1982/07/19          508.0          MC
074903         1982/07/20          506.0          MC
074903         1982/07/21          519.0          MC
074903         1982/07/22          563.0          MC
074903         1982/07/23          690.0          MC
074903         1982/07/24          773.0          MC
074903         1982/07/25          736.0          MC
074903         1982/07/26          683.0          MC
074903         1982/07/27          620.0          MC
074903         1982/07/28          560.0          MC
074903         1982/07/29          515.0          MC
074903         1982/07/30          491.0          MC
074903         1982/07/31          462.0          MC
074903         1982/08/01          428.0          MC
074903         1982/08/02          404.0          MC
074903         1982/08/03          392.0          MC
074903         1982/08/04          384.0          MC
074903         1982/08/05          362.0          MC
074903         1982/08/06          341.0          MC
074903         1982/08/07          319.0          MC
074903         1982/08/08          305.0          MC
074903         1982/08/09          286.0          MC
074903         1982/08/10          279.0          MC
074903         1982/08/11          282.0          MC
074903         1982/08/12          281.0          MC
074903         1982/08/13          279.0          MC
074903         1982/08/14          274.0          MC
074903         1982/08/15          264.0          MC
074903         1982/08/16          255.0          MC
074903         1982/08/17          254.0          MC
074903         1982/08/18          254.0          MC
074903         1982/08/19          266.0          MC
074903         1982/08/20          299.0          MC
074903         1982/08/21          318.0          MC
074903         1982/08/22          324.0          MC
074903         1982/08/23          327.0          MC
074903         1982/08/24          332.0          MC
074903         1982/08/25          390.0          MC
074903         1982/08/26          433.0          MC
074903         1982/08/27          454.0          MC
074903         1982/08/28          455.0          MC
074903         1982/08/29          447.0          MC
074903         1982/08/30          419.0          MC
074903         1982/08/31          393.0          MC
074903         1982/09/01          377.0          MC
074903         1982/09/02          366.0          MC
074903         1982/09/03          355.0          MC
074903         1982/09/04          347.0          MC
074903         1982/09/05          350.0          MC
074903         1982/09/06          364.0          MC
074903         1982/09/07          366.0          MC
074903         1982/09/08          350.0          MC
074903         1982/09/09          336.0          MC
074903         1982/09/10          324.0          MC
074903         1982/09/11          314.0          MC
074903         1982/09/12          306.0          MC
074903         1982/09/13          301.0          MC
074903         1982/09/14          293.0          MC
074903         1982/09/15          286.0          MC
074903         1982/09/16          275.0          MC
074903         1982/09/17          273.0          MC
074903         1982/09/18          272.0          MC
074903         1982/09/19          270.0          MC
074903         1982/09/20          271.0          MC
074903         1982/09/21          269.0          MC
074903         1982/09/22          267.0          MC
074903         1982/09/23          260.0          MC
074903         1982/09/24          258.0          MC
074903         1982/09/25          262.0          MC
074903         1982/09/26          282.0          MC
074903         1982/09/27          296.0          MC
074903         1982/09/28          285.0          MC
074903         1982/09/29          267.0          MC
074903         1982/09/30          246.0          MC
074903         1982/10/01          252.0          MC
074903         1982/10/02          254.0          MC
074903         1982/10/03          266.0          MC
074903         1982/10/04          280.0          MC
074903         1982/10/05          274.0          MC
074903         1982/10/06          263.0          MC
074903         1982/10/07          248.0          MC
074903         1982/10/08          234.0          MC
074903         1982/10/09          224.0          MC
074903         1982/10/10          213.0          MC
074903         1982/10/11          204.0          MC
074903         1982/10/12          195.0          MC
074903         1982/10/13          189.0          MC
074903         1982/10/14          184.0          MC
074903         1982/10/15          182.0          MC
074903         1982/10/16          180.0          MC
074903         1982/10/17          181.0          MC
074903         1982/10/18          180.0          MC
074903         1982/10/19          179.0          MC
074903         1982/10/20          177.0          MC
074903         1982/10/21          174.0          MC
074903         1982/10/22          174.0          MC
074903         1982/10/23          169.0          MC
074903         1982/10/24          166.0          MC
074903         1982/10/25          155.0          MC
074903         1982/10/26          152.0          MC
074903         1982/10/27          157.0          MC
074903         1982/10/28          149.0          MC
074903         1982/10/29          142.0          MC
074903         1982/10/30          150.0          MC
074903         1982/10/31          132.0          MC
074903         1982/11/01          125.0          MC
074903         1982/11/02          142.0          MC
074903         1982/11/03          148.0          MC
074903         1982/11/04          146.0          MC
074903         1982/11/05          174.0          MC
074903         1982/11/06          346.0          MC
074903         1982/11/07          463.0          MC
074903         1982/11/08          468.0          MC
074903         1982/11/09          416.0          MC
074903         1982/11/10          360.0          MC
074903         1982/11/11          306.0          MC
